A	B
1553918_at	-0.030461253522283	0
1553928_at	0.304530693384841	0.209068763588864
1553938_a_at	-0.254945297560814	0
1553940_a_at	-0.300607912365612	-4.84493103461326
1553947_at	-8.037230779886	0
1553954_at	0.449777965596386	0.470628488250046
1553955_at	0.626033676018201	0.681714840831845
1553956_at	1.47536780672528	1.48857517203131
1553957_at	-0.278093686609942	-0.11849018736093
1553959_a_at	-0.371571198695516	-0.0847683481876924
1553960_at	0.978388420192708	0.878143304314273
1553961_s_at	-0.145727418527077	-0.0466007535030428
1553962_s_at	-9.31735324504264	-10.7835030796309
1553967_at	-6.79117836680899	-4.42823238508309
1553968_a_at	-0.127950490380409	0
1553970_s_at	-7.02563093569203	-7.05502814376285
1553971_a_at	0.359964580597927	0.0378732140034437
1553972_a_at	-0.461537774161206	-0.273463867231113
1553973_a_at	0	0.186811086615629
1553974_at	0.627269784699283	0.623290964914409
1553976_a_at	-0.491753296469939	-0.274370706373324
1553978_at	-0.357099767112896	0.155288144946476
1553979_at	0.696813166858398	0.565302121671039
1553983_at	0.505241398227803	2.34446173413794
1553984_s_at	-0.14164455966838	0.205965852142612
1553986_at	-0.239836491350045	0
1553987_at	-0.147458166135435	0.110639247394559
1553990_at	-0.211666678971492	-0.368139954158208
1553991_s_at	-2.19457278424163	0
1553992_s_at	0.0459241666432746	-0.206556381166791
1553993_s_at	-0.313229674743667	0.189867563092484
1553994_at	1.48866572667946	-0.00100671454361212
1553995_a_at	-0.324322141209686	0
1553997_a_at	-0.468128776987216	-0.825233296593463
1553998_at	1.53639044586587	0.516730394553781
1554001_at	0.541080463385406	2.87787672775695
1554003_at	-0.0359645745002126	0
1554004_a_at	0.282799425443624	0
1554006_a_at	-8.63673270187176	0
1554007_at	0.903725242845445	-0.247722655974684
1554008_at	0.311050673461905	0.357266843774005
1554010_at	0.535149589994638	0.492953372244096
1554012_at	0	0.637661596109593
1554014_at	0.765840292805283	0.707407571354691
1554015_a_at	-0.993988325614859	-8.54397238920954
1554016_a_at	0.026387990277966	0.709028871695174
1554017_at	0	-0.130485944215863
1554018_at	2.11143147456225	7.0574522506646
1554019_s_at	0.60694445706891	0.108733557165925
1554020_at	0.828743765935657	0
1554021_a_at	-0.9150548106165	-0.44007878353697
1554026_a_at	0.160342149709324	0
1554027_a_at	3.22613253455011	-0.171878195528289
1554029_a_at	-2.03047680008858	-1.27041392911476
1554030_at	0.123760847935387	0
1554036_at	0.305100790939854	1.67440768939285
1554037_a_at	-0.156811716953549	0
1554038_at	4.31004003580312	0
1554043_a_at	0.641798962317588	0.220979157165356
1554045_at	-2.11301237922354	0
1554047_at	0.911954640675036	3.39379257641381
1554052_at	-4.0844076194511	0
1554053_at	0.433985060914992	4.44112830038377
1554057_at	0.248562284732433	0.299540487043627
1554060_s_at	5.06477751447305	3.73004369328166
1554063_at	0.167300841226666	0
1554067_at	2.11822002072851	1.8307165070594
1554068_s_at	3.18129598620053	3.00402106160757
1554076_s_at	-0.323032345641693	-5.03461811161178
1554077_a_at	-0.585837754400593	-0.222080864266614
1554078_s_at	-0.442123988384603	-0.479914858291547
1554079_at	-0.260793998815644	0.019013979572339
1554080_at	0.611857658833346	0.677068133691451
1554082_a_at	-0.822369192735927	-0.849418038961464
1554084_a_at	-9.52539387604844	0
1554085_at	-0.562705831993862	-0.380240418469278
1554086_at	-0.010619203097308	0
1554089_s_at	-0.0443982778542971	-0.0392955851756085
1554091_a_at	-0.483829320899211	7.00063874678516
1554093_a_at	0.341404293695112	0.363274108545289
1554095_at	0.433655240936219	3.72286173163541
1554096_a_at	1.81319585523913	0
1554097_a_at	0.266551933148372	5.19464710807455
1554098_at	-0.0585940364861939	0.232948651825478
1554099_a_at	3.08082509048788	1.10181608374116
1554101_a_at	-0.110071701328055	-0.428164002912728
1554102_a_at	0.0703497138251237	-0.250995164525341
1554105_at	-0.745540523099054	-1.1188949553761
1554106_at	-0.864021787512649	-1.57557320514632
1554108_at	6.27427396506328	0.621160107888034
1554112_a_at	5.03523922108072	0.0976971855723132
1554113_a_at	-2.12603981038278	-1.34480691537843
1554114_s_at	0.0884858532387289	-2.00807776381347
1554116_s_at	0	-7.11244492840261
1554119_at	1.31930471337197	2.07727015358766
1554122_a_at	4.12945192997689	2.06715469874466
1554127_s_at	-5.08895462349316	0
1554132_a_at	-1.07074813981638	-2.67307982423504
1554133_at	0	5.81745660876798
1554140_at	5.61583936658864	0
1554143_a_at	3.36559069104209	0.844389171903941
1554145_a_at	-0.286940679252197	-0.0732258145205993
1554147_s_at	0	-0.0485842468483053
1554148_a_at	-0.0994781430695344	-0.0259009649069064
1554149_at	0.225953240471121	-0.23484153301558
1554151_at	-0.512120245635693	0
1554152_a_at	-2.31465388826985	-5.05603691349173
1554153_a_at	-0.985948891032727	-0.478392097778318
1554154_at	-1.29183973188498	-5.79319143194006
1554155_at	0.423909635517898	0.377527520995486
1554159_a_at	-8.31416577622928	-1.26925757826831
1554161_at	6.69726036239095	0.743226466699751
1554167_a_at	-0.178749198072669	-0.215819912869151
1554168_a_at	-0.488971763133817	-0.791891372921171
1554170_a_at	0	-2.75278250915706
1554171_at	0.38905271643345	-0.0529022333171829
1554172_a_at	-0.0295961056922662	-0.0679239411103296
1554176_a_at	2.72105547373661	4.18659318973047
1554177_a_at	0.978344268191219	0.259747444617914
1554178_a_at	-1.19871404950915	-1.00865525775617
1554181_at	0	0.0161332058244685
1554182_at	-0.173181509816419	-0.532867429140689
1554183_s_at	4.78532347015481	0
1554185_at	-0.369864849615356	6.27655743383312
1554193_s_at	-0.374366209872305	1.40605115276825
1554202_x_at	-0.0536309749910071	0
1554203_at	0	3.77194719255534
1554205_s_at	-0.139210717760346	-0.314247096739661
1554213_at	-5.17604062228645	-2.19487051998359
1554217_a_at	-0.376092779984822	-0.0827863817679404
1554220_a_at	0.255219145157473	4.10171512925841
